combination,r2,adj_r2,q2,mae,rmsd,threshold,model,predictions
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_3-1', '0_bond_length_1-23')",0.46803678101920654,0.3540446626661794,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.32745007 0.2153541  0.44892118 0.77210434 0.24453466 1.06621796
 0.67131923 0.59300685 0.52030318 1.04602185 0.79214561 0.77932498
 0.08253261 0.24274028 0.1620064  0.68160719 0.78403759 0.68617192]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_3-1', '0_bond_length_1-3')",0.5243465847043335,0.4224208528552621,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.23504693 0.14900709 0.52444139 0.85872333 0.17867976 1.05713016
 0.67512047 0.44521028 0.59026581 0.96549776 0.82260855 0.62581245
 0.02998108 0.33161118 0.21338244 0.95356733 0.72575291 0.73396109]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_3-1', '0_bond_length_3-8')",0.7575780709125268,0.7056305146794969,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.17831162  0.22923745  0.79967179  0.62759583 -0.08319154  1.18399989
  0.66694594  0.44417466  0.58220034  1.05504719  0.83406252  0.75864973
  0.46076242 -0.05559763  0.17507916  1.03850083  0.32438126  0.89596853]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_3-1', 'aniso')",0.5214090784519541,0.41885388097737286,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.41124777 0.32146064 0.53552943 0.64289766 0.14422251 1.12524462
 0.61567927 0.62080183 0.39657603 1.093078   0.77276459 0.92266873
 0.24289223 0.04580783 0.1370867  0.63052371 0.72759107 0.72972738]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_3-1', 'iso')",0.4781721522072915,0.3663518991088539,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.40046643 0.21897633 0.47517189 0.70422535 0.23271146 1.08037444
 0.62844846 0.61325466 0.45657684 1.05990012 0.796754   0.81168266
 0.13932599 0.14210414 0.16058624 0.69752329 0.78914815 0.70856956]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_3-1', 'energy')",0.482077487065143,0.37109409143624494,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.29474508 0.22582169 0.38044918 0.69303002 0.25160165 1.11894904
 0.72718612 0.55417263 0.5672375  1.01332647 0.84956258 0.71498201
 0.12246591 0.23669127 0.14858395 0.7900798  0.76911521 0.6577999 ]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_3-1', 'L_3-1')",0.5373938376958391,0.438263945773519,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.20153683  0.30731202  0.5859573   0.61147059  0.01423011  0.98833585
  0.67733518  0.49953333  0.62820007  1.08760772  0.6644284   0.86724511
 -0.00905072  0.34052221  0.26283887  0.77257501  0.9063053   0.70941683]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_3-1', 'loc_B5_3-1')",0.5097553771344017,0.4047029579489163,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.26391974  0.21765327  0.56277281  0.75021614  0.10137723  1.00655996
  0.71863256  0.54568958  0.63934141  0.97665433  0.71160809  0.77611562
 -0.10271051  0.35137997  0.26979207  0.74738426  0.85358914  0.72582433]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_3-1', 'B1_B5_angle_3-1')",0.543104102867458,0.44519783919619904,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.26501637  0.04090368  0.55654417  0.88620646  0.01556637  1.00185468
  0.71479583  0.55466849  0.6498786   0.96980548  0.67808871  0.83739906
 -0.01504653  0.46270064  0.29288208  0.74667023  0.72651882  0.73134688]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_3-1', '0_dihedral_[23, 1, 3, 8]')",0.5892209122852732,0.5011968220606888,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[-0.026691    0.31411404  0.52237987  0.81667668  0.0394303   1.06464961
  0.78712646  0.34419507  0.72246564  1.04056859  0.71874513  0.7864806
  0.32712423  0.24064116  0.13647975  0.76427491  0.83464655  0.68249242]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_3-1', '0_angle_[23, 1, 3]')",0.6322676176204415,0.5534678213962504,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.0227093  -0.00283871  0.59091337  0.78667607  0.02748867  1.06443745
  0.75260905  0.32657435  0.76860546  1.01252639  0.69812976  0.84181453
  0.42573363  0.28723675  0.19953944  0.69874312  0.94474785  0.67015352]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_3-1', '0_dihedral_[23, 1, 2, 3]')",0.7434418332588497,0.6884650832428889,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 1.36458023e-01 -3.24295467e-01  8.31673099e-01  6.19519246e-01
 -6.99969585e-04  1.01741795e+00  7.67925504e-01  3.64107786e-01
  8.43827787e-01  9.59280773e-01  7.73955351e-01  8.21910663e-01
  3.71470876e-01  2.29628387e-01  3.05194476e-01  7.07767075e-01
  8.18871707e-01  8.71786733e-01]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_3-1', '0_bond_length_1-2')",0.5156248881160768,0.41183022128380753,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.11767973 0.34363409 0.52789637 0.79745347 0.14355854 1.04425405
 0.71627729 0.43476863 0.66407329 1.01571816 0.69739182 0.80578317
 0.06530861 0.28038033 0.17652624 0.73216281 0.87985103 0.67308236]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_3-1', '0_bond_length_1-23')",0.4986880617780023,0.3912640750161457,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.22107659  0.18192225  0.5165015   0.79369603  0.21802382  1.02350197
  0.74212089  0.48739459  0.67868448  0.99625631  0.74155854  0.80137554
 -0.04883407  0.33554928  0.23895061  0.70354357  0.82747562  0.65700249]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_3-1', '0_bond_length_1-3')",0.49970367900480617,0.3924973245058361,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.2327216   0.25048695  0.53140136  0.76807733  0.22640281  1.03428216
  0.73977399  0.4931556   0.66949142  0.99682411  0.76235139  0.77963536
 -0.10601876  0.3161581   0.23660545  0.74432576  0.7662005   0.67392487]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_3-1', '0_bond_length_3-8')",0.7984418586092558,0.7552508283112391,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[-0.01918779  0.18836478  0.85398378  0.7318586  -0.16319164  1.13714061
  0.73718347  0.26771377  0.76673014  0.99649006  0.75359171  0.76625946
  0.43637549  0.07931261  0.22288293  1.06130745  0.46507999  0.83390457]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_3-1', 'aniso')",0.5929614322797719,0.5057388820540087,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.08886715  0.23268892  0.61260198  0.83189632 -0.01101953  1.05841873
  0.7097097   0.33188715  0.66416031  1.00633959  0.63790886  0.93887005
  0.29967814  0.24868497  0.19234839  0.65908836  0.98500212  0.6286688 ]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_3-1', 'iso')",0.5699432574447301,0.47778824118288654,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.32610785  0.32260578  0.7158479   0.54237852  0.15394838  1.03389278
  0.69594966  0.42488335  0.66905397  0.99044534  0.70795246  0.93452651
 -0.12664578  0.07668341  0.31713358  0.80579445  0.82396545  0.70127639]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B5_3-1', 'energy')",0.508902248807624,0.40366701640925773,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.18737711  0.2459299   0.45226326  0.71743628  0.22238717  1.08058685
  0.78761625  0.45459628  0.70894447  0.97411619  0.79953093  0.7368001
 -0.01335902  0.3153566   0.20921546  0.80571978  0.79983363  0.63144876]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_3-1', 'loc_B5_3-1')",0.48945038812933417,0.38004689987133433,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.36877854 0.24491408 0.49620329 0.64969296 0.09495722 1.03835229
 0.61728935 0.64937945 0.45509952 1.08905032 0.74317786 0.8072568
 0.10014578 0.24696509 0.19447995 0.72901624 0.83817931 0.75286194]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_3-1', 'B1_B5_angle_3-1')",0.5258461206803984,0.4242417179690552,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.39056492  0.06936922  0.5114541   0.76534609 -0.03423396  1.0226291
  0.60732618  0.68241697  0.45444352  1.06603745  0.6968315   0.85194713
  0.15573953  0.36557547  0.23753485  0.74555344  0.73867511  0.7885894 ]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_3-1', '0_dihedral_[23, 1, 3, 8]')",0.5121524374084172,0.4076136739959352,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.27201613 0.27324772 0.44230108 0.70295388 0.10405098 1.0863891
 0.63635561 0.59041486 0.4463705  1.12105894 0.77658743 0.79314806
 0.3520121  0.15927497 0.10158428 0.71896114 0.80116948 0.73790374]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_3-1', '0_angle_[23, 1, 3]')",0.5465472718931075,0.4493788301559162,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.27999673 0.06700798 0.47318837 0.7080367  0.09782697 1.09993368
 0.62273435 0.56554105 0.47598636 1.10175618 0.77359782 0.81746042
 0.48070462 0.16746422 0.11912309 0.67404917 0.86145165 0.72994065]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_3-1', '0_dihedral_[23, 1, 2, 3]')",0.7106590801052979,0.648657454413576,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.26669893 -0.32461053  0.76045086  0.57711478  0.01502704  1.05097202
  0.68545584  0.48926677  0.66780329  1.01913885  0.81614331  0.81272024
  0.5106588   0.14201333  0.24197769  0.68634284  0.79005235  0.90857361]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_3-1', '0_bond_length_1-2')",0.48793968831568324,0.37821247866904384,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.35627191 0.25759808 0.48394608 0.63583747 0.11923703 1.0430522
 0.61530259 0.63370149 0.45662907 1.11504137 0.7504443  0.82640834
 0.12475551 0.23628755 0.18144424 0.71963143 0.8288511  0.73136024]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_3-1', '0_bond_length_1-23')",0.4880861067921666,0.3783902725333451,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.35620436 0.2405839  0.4807395  0.64191331 0.11976003 1.04262377
 0.61365304 0.63337006 0.45476065 1.1134255  0.74838441 0.8271136
 0.1400745  0.23580518 0.18114512 0.71713926 0.83682496 0.73227886]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_3-1', '0_bond_length_1-3')",0.5129410257795578,0.408571245589463,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.35934053  0.32008695  0.5570068   0.5635337   0.10137323  1.03474409
  0.62536019  0.61107225  0.49120395  1.09849276  0.76620119  0.79214313
 -0.03789267  0.24376927  0.23656023  0.84643453  0.72658956  0.77978029]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_3-1', '0_bond_length_3-8')",0.744790653746193,0.6901029366918059,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.14163199  0.15120177  0.74644215  0.7412045  -0.0696989   1.18876029
  0.66367974  0.41209165  0.5784108   1.03541098  0.83238774  0.73188183
  0.57964412 -0.02594042  0.13782702  1.00559918  0.40576452  0.85950104]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_3-1', 'aniso')",0.4994513545805327,0.39219093056207543,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.34639549 0.23281474 0.47405992 0.70622786 0.11586452 1.07842175
 0.60514053 0.60509279 0.42369169 1.1007765  0.75250921 0.84702446
 0.27706387 0.17735757 0.1363187  0.67396062 0.8493587  0.71372109]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_3-1', 'iso')",0.488176112197122,0.37849956481079094,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.3659708  0.26229882 0.48640625 0.6345072  0.12944427 1.04978245
 0.61170997 0.63319775 0.44924911 1.11130537 0.75494956 0.82846164
 0.13301081 0.21205801 0.17688208 0.71993933 0.82373479 0.7328918 ]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'L_3-1', 'energy')",0.5053866042226867,0.39939801941326236,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.31363714 0.27733256 0.40626846 0.54558883 0.11391762 1.10297535
 0.6707264  0.58868387 0.50098551 1.08402551 0.80952544 0.75572528
 0.19180851 0.22566997 0.15986077 0.84359315 0.82338259 0.70209305]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_3-1', 'B1_B5_angle_3-1')",0.5153668602235545,0.4115169017000305,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.37616016 0.01479801 0.48879602 0.87463587 0.05041254 1.03712745
 0.65080806 0.65758437 0.50589484 1.01403604 0.72494408 0.82721106
 0.11734032 0.3864177  0.23297166 0.718263   0.68105205 0.75734677]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_3-1', '0_dihedral_[23, 1, 3, 8]')",0.5322738824827244,0.4320468573004511,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.30484544  0.23291277  0.48219113  0.71953226 -0.02219657  1.07288607
  0.63517717  0.64577718  0.42072329  1.0608982   0.75140444  0.73552133
  0.34586781  0.17755527  0.13460288  0.76175101  0.83245945  0.82389087]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_3-1', '0_angle_[23, 1, 3]')",0.562757420925081,0.46906258255188404,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.32510437  0.0103208   0.51892691  0.70638425 -0.00949611  1.08109924
  0.61425744  0.61871411  0.45752859  1.049692    0.74545168  0.77926323
  0.44663795  0.19825665  0.16427808  0.70641895  0.90162669  0.80133519]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_3-1', '0_dihedral_[23, 1, 2, 3]')",0.7102640763523974,0.6481778069993398,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.26898306 -0.3382016   0.76291153  0.59340207  0.02164614  1.0513146
  0.69333324  0.48978221  0.67651998  1.00337659  0.81955394  0.80241913
  0.4960272   0.14665618  0.24634134  0.68483745  0.78577389  0.91112304]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_3-1', '0_bond_length_1-2')",0.4872748992185162,0.37740523476534105,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.34956606 0.25312942 0.49672463 0.72744356 0.08762376 1.05111274
 0.62669014 0.64733238 0.45882257 1.03219326 0.73594517 0.76153652
 0.10875012 0.23605412 0.17866678 0.73366751 0.85375624 0.77678502]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_3-1', '0_bond_length_1-23')",0.48133898328074387,0.37019733684090317,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.37887637 0.217322   0.50180741 0.72408638 0.12593537 1.04139174
 0.65178631 0.65515371 0.48913475 1.0197729  0.75738883 0.75837446
 0.01497059 0.26863677 0.21004894 0.72570522 0.81527007 0.76013818]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_3-1', '0_bond_length_1-3')",0.49145561113786396,0.38248181352454913,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.37424567  0.23271061  0.53360102  0.70488967  0.1603293   1.04127835
  0.67224209  0.62622561  0.52913204  1.00261692  0.78145895  0.7357218
 -0.08962618  0.27401575  0.24046154  0.79054152  0.73586847  0.77008687]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_3-1', '0_bond_length_3-8')",0.7487063223720057,0.694857677166007,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.18721183  0.15351905  0.77448426  0.680462   -0.17478861  1.16090919
  0.631756    0.46863064  0.53396473  1.03921763  0.79374666  0.73325427
  0.55088446  0.00144923  0.17213565  1.03045735  0.46622752  0.91227817]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_3-1', 'aniso')",0.5094590302633388,0.40434310817691144,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.38801061 0.18680512 0.50830577 0.73484442 0.03917667 1.07027971
 0.60114872 0.64457249 0.4036482  1.04405666 0.7321062  0.8163047
 0.25421198 0.19326973 0.16640389 0.68709334 0.88070193 0.76485984]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_3-1', 'iso')",0.4861556287549621,0.3760461206310255,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.42939533 0.2147052  0.51526543 0.67592579 0.14233976 1.05367492
 0.62740927 0.66398482 0.45218978 1.03261978 0.76753239 0.78738257
 0.04974078 0.19312166 0.2083787  0.72980635 0.80570808 0.7666194 ]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'loc_B5_3-1', 'energy')",0.5040817988338886,0.39781361286972194,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.35114733 0.20580482 0.42248194 0.61593139 0.09566653 1.10128307
 0.7161746  0.62170853 0.53819863 0.96791511 0.81963965 0.66723368
 0.07031947 0.27355487 0.20650783 0.8782144  0.82014113 0.74387701]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_3-1', '0_dihedral_[23, 1, 3, 8]')",0.5548452251422412,0.45945491624415,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.2971728   0.05543651  0.46205922  0.87311082 -0.0459274   1.07247899
  0.64237142  0.63345139  0.4549226   1.05723111  0.7306413   0.80928531
  0.40531136  0.29416767  0.15293872  0.74139432  0.68520746  0.7945464 ]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_3-1', '0_angle_[23, 1, 3]')",0.5668900748378739,0.4740808051602754,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.31288249 -0.07561633  0.49066929  0.82572439  0.00589027  1.08157435
  0.62855725  0.60436532  0.4871467   1.05071201  0.73902485  0.82999811
  0.45369208  0.27949606  0.16965642  0.69105111  0.77501948  0.76595616]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_3-1', '0_dihedral_[23, 1, 2, 3]')",0.7103252595170619,0.6482521008421467,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.25713068 -0.33205355  0.76089068  0.58554682  0.04889964  1.05683908
  0.69871292  0.47411715  0.6861792   1.00857766  0.83076828  0.80211024
  0.50811037  0.12853983  0.23652616  0.67643839  0.78745074  0.90101571]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_3-1', '0_bond_length_1-2')",0.5270627764584772,0.4257190856995795,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.33569543  0.07997405  0.48932087  0.87886046 -0.02425417  1.05024152
  0.61311938  0.65204868  0.46007352  1.02959734  0.68963315  0.83035485
  0.24035904  0.34590824  0.19074825  0.7374479   0.72737067  0.78930081]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_3-1', '0_bond_length_1-23')",0.5343882811084124,0.43461434134592936,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.35028898  0.19308874  0.531696    0.88021209 -0.05516518  1.05005378
  0.64515985  0.66841631  0.49919236  1.01428502  0.70589125  0.82211037
  0.04537962  0.40626826  0.21818012  0.76736062  0.58466188  0.78871991]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_3-1', '0_bond_length_1-3')",0.5330097998957606,0.432940471301995,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.38397058  0.05257031  0.54934122  0.83201718  0.0494889   1.02996104
  0.66953763  0.64039707  0.54525552  0.98359694  0.74377799  0.7878194
 -0.04253783  0.39988819  0.28479172  0.81966349  0.59012189  0.79613875]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_3-1', '0_bond_length_3-8')",0.7490318775765386,0.6952529942000825,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.17821355  0.09473937  0.74975727  0.74435956 -0.16140569  1.16302502
  0.63793369  0.45937238  0.54739225  1.04382745  0.79085488  0.76357035
  0.58011581  0.04298797  0.16843815  1.00854872  0.41609577  0.8879735 ]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_3-1', 'aniso')",0.5344529767326631,0.4346929003182337,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.38065177  0.02704772  0.49606638  0.86483748 -0.01136357  1.0635398
  0.60950774  0.64635812  0.43361864  1.03621521  0.70902979  0.86663777
  0.30068945  0.30720043  0.19073084  0.68782774  0.74712359  0.76008111]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_3-1', 'iso')",0.5327536550206162,0.43262943823931965,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[0.48694845 0.02342165 0.53903173 0.77196801 0.01527319 1.05067475
 0.59559859 0.70042262 0.42260451 1.02662705 0.72545205 0.87193979
 0.15443609 0.26302746 0.24748551 0.74937102 0.6680501  0.80346744]"
"('dipole_y_{23,24,25,26,27,28}-23-1', 'B1_B5_angle_3-1', 'energy')",0.5517207588834057,0.45566092150127824,-inf,inf,inf,0.85,<modeling.LinearRegressionModel object at 0x0000026F0D6BDD50>,"[ 0.33353163 -0.01668458  0.38561438  0.7671205  -0.003974    1.11648847
  0.7342889   0.6116643   0.5737756   0.94861793  0.79962815  0.72413354
  0.20289213  0.41407329  0.22747865  0.91438953  0.64901408  0.73374752]"
